"year","sex","age","deaths"
2002,"male",35,208.666132906325
2002,"male",40,217.694955964772
2002,"male",45,240.768614891914
2002,"male",50,302.967173738991
2002,"male",55,357.140112089672
2002,"male",60,501.60128102482
2002,"male",65,637.033626901521
2002,"male",70,625.998398718975
2002,"male",75,622.988791032826
2002,"male",80,592.892714171337
2002,"male",85,805.571657325861
2003,"male",0,166.763686551142
2003,"male",1,60.2760312835455
2003,"male",5,42.1932218984818
2003,"male",10,45.2070234626591
2003,"male",15,141.648673516332
2003,"male",20,193.887900628738
2003,"male",25,246.127127741144
2003,"male",30,269.23293973317
2003,"male",35,234.071921484435
2003,"male",40,238.090323570005
2003,"male",45,261.19613556203
2003,"male",50,296.357153810765
2003,"male",55,430.97362367735
2003,"male",60,497.27725808925
2003,"male",65,618.833921177733
2003,"male",70,684.132955068241
2003,"male",75,719.293973316976
2003,"male",80,610.797117006594
2003,"male",85,794.639012421408
2004,"male",0,184.028410864814
2004,"male",1,59.3315641586013
2004,"male",5,34.1910708710584
2004,"male",10,46.258507649079
2004,"male",15,139.781142678739
2004,"male",20,177.994692475804
2004,"male",25,222.241960661879
2004,"male",30,241.348735560412
2004,"male",35,237.326256634405
2004,"male",40,241.348735560412
2004,"male",45,283.584764283484
2004,"male",50,293.640961598501
2004,"male",55,389.174836091165
2004,"male",60,493.759288167343
2004,"male",65,603.37183890103
2004,"male",70,679.798938495161
2004,"male",75,648.624726818608
2004,"male",80,623.484233531065
2004,"male",85,842.709334998439
2005,"male",0,216.568836869056
2005,"male",1,68.1790782735918
2005,"male",5,33.0869056327725
2005,"male",10,47.1237746891002
2005,"male",15,129.33972201902
2005,"male",20,208.547768836869
2005,"male",25,271.713679590344
2005,"male",30,291.766349670812
2005,"male",35,218.574103877103
2005,"male",40,248.653108997805
2005,"male",45,259.682077542063
2005,"male",50,333.876956839795
2005,"male",55,418.098171177762
2005,"male",60,540.419458668617
2005,"male",65,582.530065837601
2005,"male",70,720.893489392831
2005,"male",75,722.898756400878
2005,"male",80,655.722311631309
2005,"male",85,885.32538405267
2006,"male",0,254.432401759115
2006,"male",1,61.1038445169528
2006,"male",5,32.0544758121719
2006,"male",10,40.0680947652149
2006,"male",15,145.246843523904
2006,"male",20,196.333664349553
2006,"male",25,209.355795148248
2006,"male",30,299.509008369982
2006,"male",35,265.451127819549
2006,"male",40,251.427294651724
2006,"male",45,313.532841537807
2006,"male",50,359.611150517804
2006,"male",55,478.813732444318
2006,"male",60,498.847779826926
2006,"male",65,670.13888494822
2006,"male",70,689.171229961697
2006,"male",75,769.307419492127
2006,"male",80,657.116754149525
2006,"male",85,869.477656405164
2007,"male",0,247.248383852895
2007,"male",1,54.0543025427381
2007,"male",5,37.037207297802
2007,"male",10,31.0311736819422
2007,"male",15,161.161902025571
2007,"male",20,208.209165349806
2007,"male",25,245.246372647608
2007,"male",30,270.271512713691
2007,"male",35,273.27452952162
2007,"male",40,239.240339031748
2007,"male",45,295.296652779773
2007,"male",50,339.340899296078
2007,"male",55,400.402241057319
2007,"male",60,526.528946990375
2007,"male",65,630.633529665278
